0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
"[7465837, 7809403]","[14149493, 14150330]","[6709508, 6710212]","[13830878, 14435978]","[7268008, 7401774]","[17888120, 17891793]","[10180568, 10238334]",,"[9789573, 9846147]","[20702827, 20758285]","[8681622, 8685615]",,"[5730938, 5788095]","[10153709, 10154750]","[7869991, 7894338]","[20016570, 20017922]","[2437839, 2439423]","[5551768, 5552149]","[12281099, 12316387]",,"[6765263, 6767730]","[18759401, 18773784]","[6596693, 6597537]","[18261854, 18265879]","[6202519, 6239827]","[12250298, 12251907]","[18210506, 18231543]",,"[10917498, 11103472]",,"[4661300, 4662897]",,"[988317, 989093]","[10822537, 10937801]"
"[7826511, 7860264]","[14151969, 14168644]","[6713793, 6715032]","[14499104, 14548780]","[7406817, 7417786]","[17894560, 18220897]","[10242004, 10434470]",,"[9846876, 9957820]","[20761636, 20772430]","[8705520, 8721296]",,"[5791149, 5848975]","[10155595, 10157675]","[7898238, 8444318]","[20032889, 20054013]","[2440109, 2461475]","[5554545, 5554903]","[12317692, 12425922]",,"[6769112, 6790993]","[18775322, 18777422]","[6625280, 6626465]","[18267075, 18274610]","[6244906, 6268534]","[12272094, 12273654]","[18235528, 18240774]",,"[11107735, 11187624]",,"[4671673, 4674933]",,"[990344, 992943]","[10938546, 10941337]"
"[7862146, 7869293]","[14170347, 14171076]","[6729752, 6733171]","[14586291, 14590591]","[7422200, 7426314]","[18235522, 18274631]","[10437595, 10810785]",,"[9963342, 9968182]","[20785561, 20920428]","[8728150, 8756870]",,"[5852179, 5948549]","[10167344, 10168704]","[8448580, 8484765]","[20055751, 20064241]","[2462102, 2468566]","[5555459, 5555818]","[12442980, 12446069]",,"[6793070, 7170211]","[18777924, 18778915]","[6640379, 6640912]","[18284438, 18286202]","[6269705, 6271374]","[12277587, 12278903]","[18244749, 18272872]",,"[11200260, 11203516]",,"[4676839, 4812475]",,"[995233, 996555]","[10942688, 10946318]"
"[7869992, 7872806]","[14173804, 14211758]","[6734591, 6735994]","[14599803, 14644912]","[7430019, 7439571]","[18284445, 18286202]","[10829829, 10836825]",,"[9973420, 9975665]","[20921222, 21133996]","[8762385, 8791812]",,"[5952560, 5969391]","[10171503, 10172199]","[8500144, 8502258]","[20093090, 20102153]","[2469342, 2471444]","[5556006, 5564723]","[12450403, 12584527]",,"[7170880, 7344642]","[18781819, 18782460]","[6646889, 6651193]","[18288802, 18316196]","[6273431, 6282177]","[12281102, 12283283]","[18284363, 18327824]",,"[11225363, 11241487]",,"[4823380, 4971533]",,"[998370, 999435]","[10947205, 10955098]"
"[7882765, 8197465]","[14212360, 14247996]","[6750837, 6751669]","[14696091, 14710491]","[7495139, 7502511]","[18288802, 18512753]","[10846764, 10860164]",,"[9982672, 10033550]","[21206029, 21206952]","[8797507, 8822761]",,"[5990296, 6007033]","[10181002, 10181603]","[8671438, 8674391]","[20110259, 20110828]","[2472032, 2475770]","[5565048, 5566625]","[12649510, 12659014]",,"[7348230, 7401735]","[18783679, 18785707]","[6653016, 6653927]","[18335606, 18337479]","[6282732, 6299074]","[12288626, 12419003]","[18334040, 18488313]",,"[11244525, 11399492]",,"[4985454, 4992684]",,"[1006493, 1007008]","[10962640, 12115144]"
"[8217502, 8231832]","[14248897, 14251645]","[6765226, 6767766]","[14713956, 14753122]","[7505053, 7509387]","[18523171, 18523781]","[10861006, 10881809]",,"[10036768, 10096901]","[21210239, 21211488]","[8826853, 8829237]",,"[6009847, 6013897]","[10182145, 10691567]","[8691531, 8718711]","[20115723, 20143305]","[2476309, 2483728]","[5566946, 5629009]","[12665683, 12837782]",,"[7407069, 7417786]","[18786823, 18787928]","[6702321, 6704154]","[18349019, 19125897]","[6323339, 6508537]","[12437408, 12437984]","[18493189, 18512774]",,"[11465183, 11632685]",,"[4993298, 4994524]",,"[1025381, 1027637]","[12115489, 12219503]"
"[8234177, 8415633]","[14253058, 14263146]","[6769112, 6790993]","[14759757, 15328875]","[7513985, 7536674]","[18531881, 18851807]","[10889127, 10908552]",,"[10097866, 10098372]","[21213599, 21214161]","[8832331, 8963721]",,"[6027041, 6055570]","[10692266, 10698131]","[8723378, 8724238]","[20148263, 20165329]","[2484133, 2491177]","[5629995, 5763127]","[12839179, 12851913]",,"[7420695, 7426300]","[18789804, 18791408]","[6709508, 6710198]","[19129503, 20215815]","[6576266, 6578497]","[12451656, 12477935]","[18530678, 18535528]",,"[11639227, 11660723]",,"[4995078, 4996671]",,"[1069911, 1225544]","[12220151, 12409706]"
"[8416838, 8438069]","[14267127, 14267926]","[6793070, 6820904]","[15330781, 15561769]","[7537974, 7546269]","[18856961, 18999286]","[10918009, 10952430]",,"[10102235, 10103000]","[21218873, 21220176]","[8966890, 8968578]",,"[6060073, 6064991]","[10698633, 10701000]","[8728707, 8759348]","[20167127, 20167772]","[2491640, 2496363]","[5764671, 5764951]","[12867830, 13096356]",,"[7428869, 7441124]","[18792823, 18796499]","[6713793, 6715032]","[20218038, 20223166]","[6584068, 6587438]","[12478502, 12659014]","[18545729, 18547192]",,"[11704852, 11720664]",,"[4997744, 5005724]",,"[1227148, 1228021]","[12410099, 12455665]"
"[8439039, 8440636]","[14269962, 14272149]","[6823374, 6832117]","[15562775, 15566127]","[7550577, 7567631]","[19012777, 19048800]","[10960577, 11103472]",,"[10104574, 10105890]","[21231855, 21232561]","[8976335, 9345331]",,"[6082024, 6090809]","[10701602, 10704571]","[8763885, 8769957]","[20170194, 20758315]","[2497485, 2502619]","[5765595, 5765774]","[13098870, 13107817]",,"[7443794, 7449503]","[18798816, 18799678]","[6720203, 6748584]","[20225924, 20240431]","[6593376, 6597583]","[12666436, 12682443]","[18549353, 18555259]",,"[11730823, 11854711]",,"[5011388, 5016720]",,"[1229654, 1372594]","[12459182, 12655583]"
"[8441630, 8444318]","[14272961, 14306613]","[6835602, 6917139]","[15568280, 15675530]","[7569951, 7583795]","[19049588, 19065659]","[11107735, 11187636]",,"[10110515, 10152443]","[21233675, 21259861]","[9383494, 9385757]",,"[6109774, 6120328]","[10705905, 10707394]","[8780222, 8791902]","[20761620, 20772430]","[2503726, 2506058]","[5768105, 5768487]","[13112481, 13133779]",,"[7451702, 7456972]","[18804680, 18805767]","[6764995, 6774934]","[20241380, 20700406]","[6640379, 6641746]","[12690330, 12691312]","[18576485, 18796494]",,"[11858982, 11977808]",,"[5030922, 5113521]",,"[1375531, 1447123]","[12660387, 12697106]"
"[8445278, 8445881]","[14307637, 14314519]","[6924133, 7170221]","[15677475, 15691443]","[7591979, 7627574]","[19089723, 19330131]","[11200239, 11202094]",,"[10153709, 10154750]","[21268748, 21270067]","[9441320, 9446940]",,"[6150705, 6193018]","[10708088, 10708926]","[8814925, 8818271]","[20776765, 20777465]","[2506788, 2508599]","[5769769, 5770426]","[13135615, 13175801]",,"[7459336, 7468791]","[18806307, 18809158]","[6777408, 6790993]","[20702572, 20919976]","[6646886, 6654087]","[12692320, 12771016]","[18798835, 18801014]",,"[11981199, 12024691]",,"[5114925, 5218947]",,"[1447877, 1448934]","[12697471, 12715502]"
"[8500144, 8638848]","[14315229, 14325019]","[7170880, 7190280]","[15692310, 15697650]","[7644371, 7644900]","[19331172, 19332758]","[11225359, 11241503]",,"[10155557, 10157636]","[21280085, 21281172]","[9458291, 9462722]",,"[6213859, 6242556]","[10709865, 10713546]","[8820729, 8898408]","[20790907, 20918554]","[2511025, 2511830]","[5771819, 5772373]","[13177587, 13209784]",,"[7471013, 7477614]","[18809796, 18810359]","[6793066, 7170211]","[20921222, 20927431]","[6709508, 6710198]","[12775039, 13170024]","[18806306, 18840309]",,"[12026308, 12135268]",,"[5220035, 5233783]",,"[1449835, 1450665]","[12716485, 12747369]"
"[8653960, 8655889]","[14325781, 14328934]","[7191495, 7202303]","[15703122, 15924029]","[7723101, 7723793]","[19335186, 19373831]","[11244512, 11380455]",,"[10167344, 10168704]","[21308915, 21467911]","[9468429, 9472734]",,"[6244783, 6268556]","[10718189, 10778988]","[8901217, 8904818]","[20919188, 20919917]","[2512354, 2513176]","[5774127, 5774459]","[13211662, 13233535]",,"[7487921, 7502631]","[18814934, 18851851]","[7170880, 7236834]","[20928086, 20990350]","[6713793, 6715032]","[13177613, 13179047]","[18848623, 18851895]",,"[12136430, 12481828]",,"[5237398, 5381616]",,"[1461350, 1462497]","[12747938, 13243416]"
"[8658489, 8658996]","[14330213, 15251532]","[7203345, 7236834]","[15927364, 16764752]","[7727680, 7735889]","[19374351, 19728524]","[11389419, 11678638]",,"[10181002, 10181600]","[21468616, 21616599]","[9474771, 9480078]",,"[6269705, 6271376]","[10779777, 10790210]","[8911272, 8923493]","[20921217, 21134718]","[2516750, 2518807]","[5774789, 6071519]","[13241797, 13243416]",,"[7505050, 7509387]","[18856880, 19065799]","[7248624, 7344642]","[21034296, 21095799]","[6720209, 6733174]","[13179719, 13183594]","[18870658, 18963437]",,"[12495079, 12517207]",,"[5389194, 5397113]",,"[1465043, 1470962]","[13245787, 13246183]"
"[8672748, 8673514]","[15252444, 15280020]","[7248746, 7265124]","[16765421, 17081126]","[7737925, 7744010]","[19797097, 19800886]","[11714020, 11840521]",,"[10182145, 10236728]","[21618158, 21618982]","[9482410, 9484871]",,"[6273431, 6282177]","[10791665, 10792290]","[8925557, 8929829]","[21191954, 21192719]","[2519544, 2521073]","[6104916, 6117458]","[13267090, 13678372]",,"[7517981, 7536741]","[19086096, 19134069]","[7346069, 7401743]","[21105428, 21132841]","[6735661, 6736909]","[13184150, 13798403]","[18977618, 18980299]",,"[12525571, 12534899]",,"[5423325, 5544838]",,"[1472901, 1473502]","[13246694, 13246932]"
"[8675519, 8676306]","[15281105, 15284928]","[7268771, 7305496]","[17101706, 17103414]","[7752577, 7761455]","[19801718, 19885329]","[11841330, 11849184]",,"[10237301, 10237954]","[21632047, 21633263]","[9489406, 9932636]",,"[6283027, 6402292]","[10793034, 10797518]","[8934564, 8935738]","[21218770, 21219643]","[2522212, 2522884]","[6131352, 6131727]","[13689507, 13721469]",,"[7537978, 7567631]","[19136044, 19138389]","[7407054, 7417786]","[21191662, 21192756]","[6737545, 6738123]","[13798987, 13819551]","[18989849, 19818799]",,"[12539833, 12544220]",,"[5546997, 5548242]",,"[1478433, 1490366]","[13251783, 13252027]"
"[8678941, 8679917]","[15285452, 15295572]","[7306018, 7308536]","[17105015, 17109773]","[7771479, 7785653]","[19887770, 19892259]","[11859160, 12051680]",,"[10242662, 10434467]","[21638982, 21639591]","[9933332, 9958714]",,"[6412587, 6416848]","[10798931, 10860164]","[8949801, 8964865]","[21224147, 21259860]","[2524553, 2527266]","[6163015, 6163590]","[13723439, 13735447]",,"[7569967, 7583836]","[19139830, 19789458]","[7422290, 7426560]","[21240266, 21302926]","[6743309, 6743809]","[13820624, 13841072]","[19847730, 19921858]",,"[12552933, 12584548]",,"[5554500, 5567980]",,"[1511624, 1512349]","[13266181, 13266460]"
"[8681639, 8685139]","[15296626, 15340223]","[7311998, 7344637]","[17110839, 17113315]","[7790422, 7795891]","[19896999, 20014897]","[12072677, 12074774]",,"[10437595, 10790210]","[21643820, 21873945]","[9961334, 9968178]",,"[6417625, 6459669]","[10861006, 10916722]","[8980832, 8985384]","[21261258, 21270083]","[2528187, 2529307]","[6202537, 6230363]","[13737372, 13741249]",,"[7592338, 7594832]","[19797097, 19800871]","[7430004, 7441667]","[21303511, 22323905]","[6765226, 6774934]","[13846668, 14019240]","[19922594, 19924954]",,"[12647645, 12659014]",,"[5571683, 5575334]",,"[1541791, 1544587]","[13267184, 13663838]"
"[8705593, 8730714]","[15341792, 15346001]","[7348232, 7401720]","[17115248, 17116032]","[7812358, 7869293]","[20016570, 20017913]","[12078215, 12135299]",,"[10791782, 10797518]","[21874535, 21879430]","[9972876, 10034471]",,"[6464119, 6508537]","[10918009, 10920766]","[8986951, 8988556]","[21308937, 21443858]","[2531231, 2531817]","[6232158, 6238275]","[13745202, 13772459]",,"[7597000, 7627575]","[19801718, 19818752]","[7444808, 7447360]","[22324433, 23095641]","[6777411, 6790993]","[14019860, 14314295]","[19927198, 19974989]",,"[12677578, 12793925]",,"[5580171, 5592938]",,"[1546665, 1547625]","[13668150, 13668426]"
"[8731924, 8756886]","[15347335, 15401196]","[7404364, 7405198]","[17123296, 17148534]","[7870060, 7934505]","[20020722, 20021394]","[12136425, 12167499]",,"[10798918, 10810763]","[21881718, 21988290]","[10036156, 10105911]",,"[6527712, 6528427]","[10921767, 11060185]","[8991829, 9287016]","[21444651, 21693954]","[2532870, 2533340]","[6244906, 6293342]","[13775300, 13778802]",,"[7722802, 7723787]","[19838391, 19839149]","[7451702, 7456972]","[23096798, 23098403]","[6793070, 6818851]","[14330111, 14663309]","[19981218, 20017014]",,"[12800302, 12924712]",,"[5597451, 5605081]",,"[1548312, 1551927]","[13672575, 13688897]"
"[8763861, 8822733]","[15404551, 15405283]","[7407054, 7412311]","[17149495, 17150950]","[7938366, 8197820]","[20032755, 20065812]","[12217775, 12219156]",,"[10829829, 10836825]","[21989567, 22007599]","[10110260, 10168787]",,"[6558318, 6559625]","[11163648, 11165180]","[9288760, 9290917]","[21705054, 23095641]","[2534049, 2534572]","[6314390, 6314672]","[13782968, 13841485]",,"[7727724, 7735892]","[19850106, 19875943]","[7460240, 7461428]","[23099490, 23100042]","[6830940, 6834527]","[14685762, 14686952]","[20019936, 20024966]",,"[12942839, 13066258]",,"[5610385, 5614001]",,"[1552874, 1555060]","[13691963, 13719943]"
"[8825476, 8829244]","[15407427, 15675557]","[7412935, 7417786]","[17177826, 17230011]","[8223609, 8226788]","[20067083, 20108660]","[12222467, 12223913]",,"[10846762, 10860068]","[22010209, 22010995]","[10180455, 10360383]",,"[6574040, 6579514]","[11198958, 11202088]","[9291740, 9297542]","[23096802, 23098403]","[2536582, 2537378]","[6323500, 6335604]","[13846668, 14308381]",,"[7737925, 7740239]","[19877056, 19968568]","[7462947, 7468825]","[23101610, 23390115]","[6835547, 6849582]","[14692028, 14753117]","[20032800, 20038182]",,"[13070197, 13071509]",,"[5621034, 5629030]",,"[1556007, 1559743]","[13725493, 13727236]"
"[8837974, 8843196]","[15677388, 15823520]","[7421317, 7424934]","[17237386, 17238013]","[8234177, 8237155]","[20110264, 20110828]","[12248675, 12251799]",,"[10861011, 10881809]","[22014698, 22019880]","[10364384, 10630731]",,"[6584505, 6587454]","[11209644, 11210195]","[9298856, 9326454]","[23099504, 23100042]","[2537768, 2539923]","[6336441, 6337286]","[14312512, 14314576]",,"[7746955, 7753897]","[19977852, 20014882]","[7475026, 7477770]","[23504130, 23615837]","[6857187, 6878294]","[14759261, 15241179]","[20040414, 20065826]",,"[13072953, 13078229]",,"[5629987, 5777994]",,"[1561092, 1574936]","[13729472, 13736377]"
"[8844444, 9325603]","[15824339, 15952570]","[7425483, 7426761]","[17257320, 17348678]","[8246823, 8487989]","[20115723, 20143322]","[12281102, 12284169]",,"[10889125, 10906464]","[22024650, 22026282]","[10631310, 10881826]",,"[6593376, 6597558]","[11232631, 11585508]","[9327773, 9745176]","[23101608, 23143420]","[2541521, 2542062]","[6337474, 6344995]","[14329869, 14484378]",,"[7757666, 7787380]","[20016570, 20017922]","[7487939, 7492275]","[23637574, 23857903]","[6879714, 6887352]","[15244323, 15251517]","[20067029, 20088913]",,"[13080430, 13084241]",,"[5781988, 5885228]",,"[1603204, 1866641]","[13742503, 13742798]"
"[9329340, 9332211]","[15963377, 16271932]","[7430040, 7431946]","[17353518, 17803715]","[8500131, 8502232]","[20154903, 20171090]","[12288181, 12316385]",,"[10917825, 10941388]","[22030813, 22056234]","[10886174, 10928660]",,"[6646928, 6651193]","[11640802, 11642796]","[9746985, 9747989]","[23153979, 23155177]","[2551019, 2551665]","[6345497, 6359537]","[14494586, 14509292]",,"[7791115, 7869293]","[20020834, 20021368]","[7495139, 7502631]","[23858407, 23919657]","[6890418, 6897970]","[15252444, 15280020]","[20101463, 20216849]",,"[13086992, 13094370]",,"[5886758, 5917680]",,"[1901322, 1903105]","[13753386, 13770856]"
"[9336320, 9740666]","[16272624, 16285403]","[7432660, 7433661]","[17804450, 17815868]","[8530248, 8535648]","[20182516, 20183033]","[12317387, 12360776]",,"[10942697, 10955041]","[22057731, 22059441]","[10930944, 10937131]",,"[6653016, 6653952]","[11687524, 11688357]","[9754915, 9772529]","[23159330, 23451973]","[2553543, 2554775]","[6360646, 6379416]","[14510102, 14511001]",,"[7869991, 7972691]","[20031352, 20191866]","[7505053, 7509387]","[23920435, 24340840]","[6899145, 7154223]","[15281105, 15284884]","[20219120, 20720908]",,"[13095149, 13096318]",,"[5921183, 5948549]",,"[1931166, 1932906]","[13775636, 14110622]"
"[9742439, 9744803]","[16286448, 16305920]","[7434344, 7441073]","[17816882, 17871914]","[8538040, 8540014]","[20185493, 20191490]","[12363679, 12375024]",,"[10965042, 10979820]","[22062144, 22323905]","[10938434, 10941390]",,"[6663228, 6663742]","[11699457, 12114655]","[9776419, 9780787]","[23557355, 23606775]","[2564030, 2567405]","[6379759, 6383714]","[14585525, 14589055]",,"[7991543, 8189627]","[20192634, 20223115]","[7514849, 7515858]",,"[7161878, 7170221]","[15285455, 15295576]","[20725091, 20726638]",,"[13102719, 13107765]",,"[5952605, 6025356]",,"[1939636, 1986603]","[14112769, 14113128]"
"[9747095, 9750065]","[16308530, 16364896]","[7442837, 7447281]","[17875643, 18220896]","[8611738, 8612446]","[20192550, 20217330]","[12377362, 12390547]",,"[10985106, 11003008]","[22324433, 22399492]","[10948930, 10957413]",,"[6677471, 6678413]","[12115563, 12167499]","[9784479, 9785479]","[23608103, 23623630]","[2568178, 2568981]","[6412583, 6529749]","[14599859, 14605524]",,"[8192709, 8197443]","[20224610, 20357962]","[7517981, 7536812]",,"[7170880, 7236834]","[15296620, 15458211]","[20731615, 20919988]",,"[13109195, 13131363]",,"[6044133, 6103505]",,"[1991390, 1999222]","[14113516, 14210582]"
"[9754662, 9762600]","[16365539, 16385231]","[7451719, 7456882]","[18235554, 18283687]","[8672703, 8674382]","[20218090, 20223170]","[12391103, 12419003]",,"[11005681, 11103472]","[22410003, 22413864]","[10962583, 11029104]",,"[6709508, 6710198]","[12197994, 12198974]","[9786023, 9789041]","[23624561, 23627720]","[2571709, 2572628]","[6551408, 6552223]","[14607238, 14663316]",,"[8216219, 8216810]","[20371897, 20378898]","[7537980, 7546171]",,"[7248109, 7268283]","[15494622, 15568695]","[20921222, 21160255]",,"[13132793, 13133674]",,"[6207899, 6239827]",,"[2000939, 2002963]","[14210896, 14379014]"
"[9764590, 9772529]","[16385889, 16699219]","[7459302, 7461137]","[18284438, 18487467]","[8691549, 8718711]","[20225750, 20338038]","[12437408, 12437984]",,"[11128431, 11130334]","[22418961, 22432009]","[11040160, 11060185]",,"[6713793, 6715064]","[12203883, 12205677]","[9789615, 9932632]","[23628267, 23630850]","[2573087, 2573782]","[6555670, 6559574]","[14682017, 14755551]",,"[8225037, 8226724]","[20397117, 20568765]","[7548255, 7552635]",,"[7268803, 7277082]","[15572839, 15573486]","[21209019, 21216317]",,"[13135389, 13138133]",,"[6244905, 6295880]",,"[2003444, 2005020]","[14380832, 14449776]"
"[9774181, 9780542]","[16700136, 17081126]","[7463842, 7468136]","[18502518, 19127137]","[8723358, 8723895]","[20338913, 20370609]","[12451646, 12584820]",,"[11163603, 11165979]","[22435477, 22436278]","[11083353, 11115955]",,"[6720203, 6748962]","[12217775, 12219156]","[9935051, 9953289]","[23637045, 23896389]","[2578890, 2580488]","[6577880, 6578491]","[14775172, 15085441]",,"[8234177, 8237122]","[20569549, 20588805]","[7591990, 7613458]",,"[7278325, 7280036]","[15584451, 15585253]","[21218720, 21220153]",,"[13147089, 13176164]",,"[6296735, 6299074]",,"[2006444, 2012165]","[14505321, 14505757]"
"[9783935, 9789041]","[17101706, 17103463]","[7473190, 7477614]","[19129290, 19876385]","[8728707, 8756840]","[20371869, 20380267]","[12649510, 12659014]",,"[11175538, 11177402]","[22437022, 22438984]","[11124775, 11125450]",,"[6765226, 6790993]","[12221108, 12221681]","[9963884, 10024028]","[23900947, 23902588]","[2583566, 2584070]","[6578707, 6579065]","[15111664, 15360857]",,"[8246990, 8440636]","[20596150, 20599967]","[7627471, 7695247]",,"[7280665, 7284867]","[15589801, 15605668]","[21240088, 21259922]",,"[13177580, 13721420]",,"[6323339, 6383788]",,"[2012675, 2014355]","[14510453, 14511015]"
"[9789617, 9810095]","[17105015, 17107356]","[7487956, 7492275]","[19877056, 19885740]","[8763869, 8790003]","[20381195, 20382063]","[12665672, 12667962]",,"[11200835, 11202073]","[22440821, 22441325]","[11128431, 11129892]",,"[6793070, 6996679]","[12222561, 12223913]","[10025278, 10096916]","[23915366, 23919657]","[2588781, 2590293]","[6584658, 6586918]","[15368277, 15370933]",,"[8441671, 8444318]","[20600535, 20601166]","[7720483, 7816845]",,"[7285480, 7401743]","[15606205, 15609850]","[21266932, 21271178]",,"[13723438, 13838198]",,"[6412587, 6459653]",,"[2017054, 2023061]","[14555170, 14564066]"
"[9810753, 9846147]","[17107879, 17109773]","[7493057, 7493597]","[19887557, 20191490]","[8797418, 8822765]","[20383548, 20384786]","[12673301, 12837884]",,"[11208588, 11211786]","[22445318, 22725760]","[11134801, 11135429]",,"[7012182, 7153866]","[12225951, 12226602]","[10101500, 10103000]","[23926669, 24258170]","[2590944, 2591440]","[6587876, 6588377]","[15373443, 15378463]",,"[8451035, 8487998]","[20604562, 20610003]","[7849627, 7860168]",,"[7407054, 7417786]","[15612123, 15625512]","[21278646, 21281296]",,"[13860502, 13872435]",,"[6464116, 6508541]",,"[2023684, 2024479]","[14594655, 14594972]"
"[9846950, 9859339]","[17110863, 17113315]","[7495139, 7502631]","[20192634, 20220299]","[8826158, 8898577]","[20387393, 20695518]","[12839200, 13202499]",,"[11226085, 11231635]","[22726349, 23005010]","[11136292, 11136794]",,"[7161931, 7169966]","[12248601, 12249418]","[10104574, 10105888]","[24258759, 24280405]","[2592425, 2602596]","[6590120, 6590489]","[15384295, 15401307]",,"[8500144, 8502270]","[20611838, 20614538]","[7862355, 7869293]",,"[7420695, 7427104]","[15644097, 15647936]","[21311631, 21465467]",,"[13875956, 14079617]",,"[6532335, 6533939]",,"[2027223, 2029352]","[14599877, 14694673]"
"[9861987, 9932616]","[17115248, 17116032]","[7505060, 7509387]","[20220843, 20224919]","[8902864, 8904824]","[20697621, 20700502]","[13203083, 13209801]",,"[11232631, 11380435]","[23006806, 23043024]","[11158863, 11160545]",,"[7171086, 7190091]","[12250272, 12251800]","[10110275, 10112396]","[24283628, 24290113]","[2602807, 2603464]","[6614101, 6614632]","[15404555, 15655412]",,"[8672761, 8674378]","[20615111, 20618902]","[7870063, 7873498]",,"[7430016, 7441677]","[15651710, 16500105]","[21467088, 21618977]",,"[14082727, 14107282]",,"[6558367, 6559574]",,"[2030531, 2032987]","[14695934, 14703864]"
"[9934786, 9953230]","[17123296, 17126540]","[7517979, 7536741]","[20225740, 20366960]","[8910280, 8916700]","[20702827, 20919911]","[13212414, 13233287]",,"[11392333, 11394337]","[23044474, 23143409]","[11163603, 11165775]",,"[7192235, 7202303]","[12255401, 12256057]","[10136684, 10144048]","[24308075, 24309076]","[2603940, 2608018]","[6615244, 6615464]","[15657442, 15675530]",,"[8691534, 8700340]","[20619457, 20695479]","[7881981, 7894338]",,"[7442834, 7449535]","[16503001, 16611237]","[21631541, 21633809]",,"[14109281, 14135365]",,"[6584082, 6587438]",,"[2035165, 2036795]","[14704127, 14753117]"
"[9963445, 10040738]","[17128013, 17129230]","[7537947, 7546269]","[20371869, 20378769]","[8926254, 8935738]","[20921246, 20990350]","[13241890, 13243416]",,"[11397247, 11398689]","[23153979, 23155177]","[11176400, 11177350]",,"[7203345, 7236840]","[12261985, 12263261]","[10149683, 10152052]","[24311359, 24340840]","[2608447, 2610605]","[6615754, 6616103]","[15677503, 15678474]",,"[8705574, 8714148]","[20697621, 20700496]","[7902369, 8189754]",,"[7451702, 7456972]","[16617033, 16620291]","[21643983, 22007325]",,"[14136773, 14142602]",,"[6595786, 6597551]",,"[2038086, 2038891]","[14759261, 14824406]"
"[10041288, 10096913]","[17129811, 17130990]","[7549913, 7567631]","[20397221, 20568748]","[8940937, 8942962]","[21007034, 21008137]","[13267039, 13270832]",,"[11422204, 11577769]","[23159330, 23270516]","[11199331, 11199864]",,"[7248110, 7265158]","[12272094, 12273453]","[10153710, 10154750]",,"[2611769, 2616815]","[6625217, 6626266]","[15681228, 15698824]",,"[8723378, 8724238]","[20702825, 20718905]","[8219581, 8415626]",,"[7460240, 7461693]","[16625719, 16764747]","[22014702, 22021649]",,"[14145743, 14147937]",,"[6614131, 6616086]",,"[2039632, 2043681]","[14826638, 14827436]"
"[10102235, 10103000]","[17131491, 17132216]","[7569671, 7594787]","[20569938, 20588806]","[8947381, 8974252]","[21034294, 21095278]","[13272739, 13678066]",,"[11580113, 11614053]","[23271822, 23273612]","[11200838, 11202086]",,"[7268821, 7277044]","[12277565, 12278855]","[10155532, 10157675]",,"[2618859, 2620409]","[6646644, 6648106]","[15700151, 15891265]",,"[8728707, 8759350]","[20731763, 20745056]","[8416838, 8438100]",,"[7462983, 7468797]","[16765421, 16811000]","[22023942, 22026291]",,"[14152074, 14263145]",,"[6625258, 6626476]",,"[2049324, 2059968]","[14857606, 15365671]"
"[10104574, 10105890]","[17134371, 17137663]","[7597000, 7610298]","[20591515, 20593094]","[8980832, 8988731]","[21105273, 21132840]","[13689432, 13772079]",,"[11639268, 11643372]","[23274281, 23276947]","[11208588, 11210068]",,"[7278231, 7308536]","[12281102, 12283281]","[10167344, 10168507]",,"[2621636, 2628923]","[6659287, 6659501]","[15898144, 15908676]",,"[8763885, 8791808]","[20746384, 20772430]","[8439043, 8440636]",,"[7471379, 7480024]","[16881237, 17099598]","[22030813, 22432024]",,"[14272593, 14308367]",,"[6646871, 6651173]",,"[2060712, 2069453]","[15365907, 15462311]"
"[10110275, 10152420]","[17140834, 17142752]","[7621999, 7723893]","[20595364, 20599967]","[8991705, 9749467]","[21206751, 21207574]","[13775300, 13778811]",,"[11643921, 11655404]","[23279190, 23280433]","[11232598, 11380471]",,"[7311528, 7344642]","[12288627, 12419003]","[10181002, 10181600]",,"[2631104, 2634755]","[6660934, 6661344]","[15921170, 15954752]",,"[8797440, 8809754]","[20776520, 20777425]","[8441651, 8444318]",,"[7487936, 7492275]","[17101706, 17103362]","[22433807, 22439017]",,"[14330221, 14483946]",,"[6653016, 6654087]",,"[2070463, 2071341]","[15463008, 15486484]"
"[10153709, 10154750]","[17144965, 17145593]","[7727731, 7735895]","[20600535, 20601166]","[9750346, 9753077]","[21222271, 21259932]","[13782954, 13808442]",,"[11656191, 11656778]","[23281374, 23282979]","[11389199, 11394349]",,"[7348232, 7401720]","[12432856, 12546031]","[10182145, 10486787]",,"[2635715, 2637148]","[6669274, 6669489]","[15961391, 15969942]",,"[8827219, 8829233]","[20785418, 20927431]","[8445302, 8445866]",,"[7494801, 7503957]","[17105015, 17107383]","[22445139, 22673205]",,"[14587067, 14589064]",,"[6688527, 6720858]",,"[2071942, 2072704]","[15494830, 15495360]"
